Date,USD,EUR,GBP,INR,AUD,CAD,SGD,CHF,MYR,JPY,CNY,NZD,THB,HUF,AED,HKD,MXN,ZAR,PHP,SEK,IDR,SAR,BRL,TRY,KES,KRW,EGP,IQD,NOK,KWD,RUB,DKK,PKR,ILS,PLN,QAR,XAU,OMR,COP,CLP,TWD,ARS,CZK,VND,MAD,JOD,BHD,XOF,LKR,UAH,NGN,TND,UGX,RON,BDT,PEN,GEL,XAF,FJD,VEF,VES,BYN,HRK,UZS,BGN,DZD,IRR,DOP,ISK,XAG,CRC,SYP,LYD,JMD,MUR,GHS,AOA,UYU,AFN,LBP,XPF,TTD,TZS,ALL,XCD,GTQ,NPR,BOB,ZWD,BBD,CUC,LAK,BND,BWP,HNL,PYG,ETB,NAD,PGK,SDG,MOP,NIO,BMD,KZT,PAB,BAM,GYD,YER,MGA,KYD,MZN,RSD,SCR,AMD,SBD,AZN,SLL,TOP,BZD,MWK,GMD,BIF,SOS,HTG,GNF,MVR,MNT,CDF,STN,TJS,KPW,MMK,LSL,LRD,KGS,GIP,XPT,MDL,CUP,KHR,MKD,VUV,MRU,ANG,SZL,CVE,SRD,XPD,SVC,BSD,XDR,RWF,AWG,DJF,BTN,KMF,WST,SPL,ERN,FKP,SHP,JEP,TMT,TVD,IMP,GGP,ZMW,
2019-02-11,1,0.886703023,0.777502749,71.18798309,1.415645396,1.329791998,1.361163896,1.004075415,4.072374067,110.4072058,6.792456516,1.485733878,31.42900806,283.7921236,3.6725,7.848280034,19.28067701,13.82365993,52.20403613,9.299957721,14057.36993,3.75,3.766167292,5.287507605,100.5477146,1126.659913,17.60448687,1194.621233,8.724889839,0.30395429,65.85239545,6.617932454,139.7820285,3.646181491,3.834973418,3.64,0.000763817,0.3845,3138.609565,663.0409494,30.88989412,38.17022991,22.93794983,23227.21334,9.545835031,0.709,0.376,581.6390548,177.7584984,27.11417006,361.4808229,3.00685982,3669.596219,4.203148641,83.87555728,3.331441894,2.644938875,581.6390548,2.13380547,9.9875,3290.023372,2.162367578,6.568340031,8388.982026,1.734240373,119.2021019,42100.70114,50.62491155,121.1307007,0.06365149,612.3890744,515.0029839,1.384307284,135.2927825,34.40861671,5.179713499,313.1391505,32.60990047,74.40015922,1507.5,105.8118166,6.770050781,2324.935072,109.7018825,2.702470674,7.759091423,114.4346828,6.909755389,361.9,2,1,8568.38021,1.361163896,10.46525062,24.404456,6033.870075,28.48178035,13.82365993,3.366853882,47.66701713,8.083728436,32.73768512,1,375.2034363,1,1.734240373,209.355487,249.8898245,3559.902766,0.819999993,62.25076073,104.7985019,13.64062438,490.036069,7.961133526,1.696553672,8581.25439,2.285532226,2.013901188,727.8527329,49.54350037,1798.819607,578.2619168,78.548048,9169.776256,15.43473091,2635.332828,1629.192335,21.66720207,9.438397816,900.0272191,1538.30727,13.82365993,160.8973977,69.81290494,0.777502749,0.001266911,17.113545,26.5,4011.075116,54.5209662,114.3678201,35.9180077,1.789956291,13.82365993,97.77674234,7.457195391,0.000720167,8.75,1,0.721239306,891.0476711,1.79,177.776041,71.18798309,436.2292911,2.617688595,0.166666666,15,0.777502749,0.777502749,0.777502749,3.500471901,1.415645396,0.777502749,0.777502749,11.81716345,
